,Indice,Ano,Novela,Média,Emissora,Horário,ID_novel
2345,8,2017,MasterChef: 4ª Temporada,61,BAND ,REALITY SHOW,masterchef4atemporada2017
2346,9,2017,Shark Tank Brasil: 1ª  Temporada,17,BAND ,REALITY SHOW,sharktankbrasil1atemporada2017
2347,10,2017,À Primeira Vista: 1ª  Temporada,21,BAND ,REALITY SHOW,aprimeiravista1atemporada2017
2348,11,2017,Exathlon Brasil: 1ª Temporada,20,BAND ,REALITY SHOW,exathlonbrasil1atemporada2017
2349,12,2017,Boletim Exathlon Brasil: 1ª  Temporada,27,BAND ,REALITY SHOW,boletimexathlonbrasil1atemporada2017
2350,13,2017,MasterChef Profissionais: 2ª  Temporada,49,BAND ,REALITY SHOW,masterchefprofissionais2atemporada2017
2351,14,2018,MasterChef: 5ª Temporada,48,BAND ,REALITY SHOW,masterchef5atemporada2018
2352,15,2018,MasterChef Profissionais: 3ª  Temporada,40,BAND ,REALITY SHOW,masterchefprofissionais3atemporada2018
2353,16,2019,O Aprendiz: 11ª Temporada,11,BAND ,REALITY SHOW,oaprendiz11atemporada2019
2354,17,2019,MasterChef: 6ª Temporada,36,BAND ,REALITY SHOW,masterchef6atemporada2019
2355,18,2019,Pesadelo na Cozinha: 2ª  Temporada,32,BAND ,REALITY SHOW,pesadelonacozinha2atemporada2019
2356,19,2019,MasterChef: A Revanche,31,BAND ,REALITY SHOW,masterchefarevanche2019
2357,20,,,,BAND ,REALITY SHOW,
2358,21,Ano,Reality,Média,BAND ,REALITY SHOW,realityAno
2359,22,2020,MasterChef: 7ª Temporada,31,BAND ,REALITY SHOW,masterchef7atemporada2020
2360,23,2021,MasterChef: 8ª Temporada,23,BAND ,REALITY SHOW,masterchef8atemporada2021
2361,24,2022,MasterChef: 9ª Temporada,27,BAND ,REALITY SHOW,masterchef9atemporada2022
2362,25,2022,MasterChef Profissionais: 4ª  Temporada,22,BAND ,REALITY SHOW,masterchefprofissionais4atemporada2022
2363,26,2022,MasterChef +: 1ª Temporada,-,BAND ,REALITY SHOW,masterchef+1atemporada2022
2364,27,,,,BAND ,REALITY SHOW,
2365,28,,,,BAND ,REALITY SHOW,
2366,29,REPRISES,REPRISES,,BAND ,REALITY SHOW,reprisesREPRISES
2367,30,,,,BAND ,REALITY SHOW,
2368,31,Ano,Reality,Média,BAND ,REALITY SHOW,realityAno
2369,32,2020,MasterChef Profissionais: 1ª  Temporada,27,BAND ,REALITY SHOW,masterchefprofissionais1atemporada2020
2370,0,Ano,Evento,Média,BAND ,ESPORTIVO,eventoAno
2371,1,2014,Copa do Mundo: Brasil,56,BAND ,ESPORTIVO,copadomundobrasil2014
2373,1,1985,Antônio  Maria,10,MANCHETE ,NOVELAS NACIONAIS,antoniomaria1985
2374,2,1986,Tudo ou Nada,13,MANCHETE ,NOVELAS NACIONAIS,tudoounada1986
2375,3,1987,Helena,12,MANCHETE ,NOVELAS NACIONAIS,helena1987
2376,4,1986,Dona Beija,57,MANCHETE ,NOVELAS NACIONAIS,donabeija1986
2377,5,1986,Novo Amor,32,MANCHETE ,NOVELAS NACIONAIS,novoamor1986
2378,6,1986,Mania de Querer,25,MANCHETE ,NOVELAS NACIONAIS,maniadequerer1986
2379,7,1987,Corpo Santo,30,MANCHETE ,NOVELAS NACIONAIS,corposanto1987
2380,8,1987,Carmem,34,MANCHETE ,NOVELAS NACIONAIS,carmem1987
2381,9,1988,Olho por Olho,14,MANCHETE ,NOVELAS NACIONAIS,olhoporolho1988
2382,10,1989,Kananga do Japão,41,MANCHETE ,NOVELAS NACIONAIS,kanangadojapao1989
2383,11,,,,MANCHETE ,NOVELAS NACIONAIS,
2385,13,1990,Pantanal,217,MANCHETE ,NOVELAS NACIONAIS,pantanal1990
2386,14,1990,Ana Raio e Zé Trovão,156,MANCHETE ,NOVELAS NACIONAIS,anaraioezetrovao1990
2387,15,1991,Amazônia,31,MANCHETE ,NOVELAS NACIONAIS,amazonia1991
2388,16,1993,Guerra sem Fim,21,MANCHETE ,NOVELAS NACIONAIS,guerrasemfim1993
2389,17,1994,74.5: Uma Onda no Ar,14,MANCHETE ,NOVELAS NACIONAIS,745umaondanoar1994
2390,18,1995,Tocaia Grande,39,MANCHETE ,NOVELAS NACIONAIS,tocaiagrande1995
2391,19,1996,Xica da Silva,93,MANCHETE ,NOVELAS NACIONAIS,xicadasilva1996
2392,20,1997,Mandacaru,62,MANCHETE ,NOVELAS NACIONAIS,mandacaru1997
2393,21,1998,Brida,19,MANCHETE ,NOVELAS NACIONAIS,brida1998
2395,1,1986,Antônio Maria,15,MANCHETE ,REPRISES,antoniomaria1986
2396,2,1987,Novo Amor,14,MANCHETE ,REPRISES,novoamor1987
2397,3,1987,Tudo ou Nada,09,MANCHETE ,REPRISES,tudoounada1987
2398,4,1988,Mania de Querer,11,MANCHETE ,REPRISES,maniadequerer1988
2399,5,1988,Dona Beija,27,MANCHETE ,REPRISES,donabeija1988
2400,6,1988,Corpo Santo,10,MANCHETE ,REPRISES,corposanto1988
2401,7,1989,Helena,14,MANCHETE ,REPRISES,helena1989
2402,8,,,,MANCHETE ,REPRISES,
2404,10,1990,Carmem,14,MANCHETE ,REPRISES,carmem1990
2405,11,1990,Kananga do Japão,21,MANCHETE ,REPRISES,kanangadojapao1990
2406,12,1991,Corpo Santo,15,MANCHETE ,REPRISES,corposanto1991
2407,13,1991,Pantanal,37,MANCHETE ,REPRISES,pantanal1991
2408,14,1992,Paixão e Ódio,07,MANCHETE ,REPRISES,paixaoeodio1992
2409,15,1992,Tudo ou Nada,10,MANCHETE ,REPRISES,tudoounada1992
2410,16,1992,Dona Beija,30,MANCHETE ,REPRISES,donabeija1992
2411,17,1993,Ana Raio e Zé Trovão,22,MANCHETE ,REPRISES,anaraioezetrovao1993
2412,18,1993,Helena,07,MANCHETE ,REPRISES,helena1993
2413,19,1993,Corpo Santo,11,MANCHETE ,REPRISES,corposanto1993
2414,20,1997,Kananga do Japão,12,MANCHETE ,REPRISES,kanangadojapao1997
2415,21,1998,Pantanal,28,MANCHETE ,REPRISES,pantanal1998
2417,1,1991,Paixão e Ódio,18,MANCHETE ,NOVELAS ESTRANGEIRAS,paixaoeodio1991
2418,2,1992,Valéria e Maximiliano,10,MANCHETE ,NOVELAS ESTRANGEIRAS,valeriaemaximiliano1992
2419,3,1995,Além do Horizonte,12,MANCHETE ,NOVELAS ESTRANGEIRAS,alemdohorizonte1995
2421,1,1995,Além do Horizonte,07,MANCHETE ,REAPRESENTAÇÕES,alemdohorizonte1995
2422,0,Ano,Minissérie,Média,MANCHETE ,MINISSÉRIES,minisserieAno
2423,1,1984,Marquesa de Santos,45,MANCHETE ,MINISSÉRIES,marquesadesantos1984
2424,2,1984,Anna Karenina,14,MANCHETE ,MINISSÉRIES,annakarenina1984
2425,3,1984,Viver a Vida,17,MANCHETE ,MINISSÉRIES,viveravida1984
2426,4,1984,Santa Marta Fabril S.A.,21,MANCHETE ,MINISSÉRIES,santamartafabrilsa1984
2427,5,1985,Tudo em Cima,14,MANCHETE ,MINISSÉRIES,tudoemcima1985
2428,6,1986,Moisés,20,MANCHETE ,MINISSÉRIES,moises1986
2429,7,1987,A Rainha da Vida,21,MANCHETE ,MINISSÉRIES,arainhadavida1987
2430,8,,,,MANCHETE ,MINISSÉRIES,
2431,9,Ano,Minissérie,Média,MANCHETE ,MINISSÉRIES,minisserieAno
2432,10,1990,Escrava  Anastácia,-,MANCHETE ,MINISSÉRIES,escravaanastacia1990
2433,11,1990,O Canto da Sereia,167,MANCHETE ,MINISSÉRIES,ocantodasereia1990
2434,12,1990,Mãe de Santo,137,MANCHETE ,MINISSÉRIES,maedesanto1990
2435,13,1990,Rosa dos Rumos,145,MANCHETE ,MINISSÉRIES,rosadosrumos1990
2436,14,1991,Filhos do Sol,65,MANCHETE ,MINISSÉRIES,filhosdosol1991
2437,15,1991,Ilha das Bruxas,87,MANCHETE ,MINISSÉRIES,ilhadasbruxas1991
2438,16,1991,O Farol,78,MANCHETE ,MINISSÉRIES,ofarol1991
2439,17,1991,Na Rede de Intrigas,77,MANCHETE ,MINISSÉRIES,narededeintrigas1991
2440,18,1991,Floradas na Serra,72,MANCHETE ,MINISSÉRIES,floradasnaserra1991
2441,19,1991,O Guarani,66,MANCHETE ,MINISSÉRIES,oguarani1991
2442,20,1991,O Fantasma da Ópera,33,MANCHETE ,MINISSÉRIES,ofantasmadaopera1991
2443,21,,,,MANCHETE ,MINISSÉRIES,
2444,22,,,,MANCHETE ,MINISSÉRIES,
2445,23,ESPECIAIS,ESPECIAIS,,MANCHETE ,MINISSÉRIES,especiaisESPECIAIS
2446,24,,,,MANCHETE ,MINISSÉRIES,
2447,25,Ano,Minissérie,Média,MANCHETE ,MINISSÉRIES,minisserieAno
2448,26,1987,Viagem às Terras de Portugal,24,MANCHETE ,MINISSÉRIES,viagemasterrasdeportugal1987
2449,27,1987,Kuarup,46,MANCHETE ,MINISSÉRIES,kuarup1987
2450,28,,,,MANCHETE ,MINISSÉRIES,
2451,29,,,,MANCHETE ,MINISSÉRIES,
2452,30,MINISSÉRIES  REPRISADAS,MINISSÉRIES  REPRISADAS,,MANCHETE ,MINISSÉRIES,minisseriesreprisadasMINISSÉRIES  REPRISADAS
2453,31,,,,MANCHETE ,MINISSÉRIES,
2454,32,Ano,Minissérie,Média,MANCHETE ,MINISSÉRIES,minisserieAno
2455,33,1986,Marquesa de Santos,09,MANCHETE ,MINISSÉRIES,marquesadesantos1986
2456,34,1986,Viver a Vida,11,MANCHETE ,MINISSÉRIES,viveravida1986
2457,35,1986,Tudo em Cima,13,MANCHETE ,MINISSÉRIES,tudoemcima1986
2458,36,1987,Tudo em Cima,09,MANCHETE ,MINISSÉRIES,tudoemcima1987
2459,37,1989,Tudo em Cima,06,MANCHETE ,MINISSÉRIES,tudoemcima1989
2460,38,1990,Escrava Anastácia,93,MANCHETE ,MINISSÉRIES,escravaanastacia1990
2461,39,1991,Rosa dos Rumos,28,MANCHETE ,MINISSÉRIES,rosadosrumos1991
2462,40,1992,Floradas na Serra,11,MANCHETE ,MINISSÉRIES,floradasnaserra1992
2463,41,1992,Filhos do Sol,11,MANCHETE ,MINISSÉRIES,filhosdosol1992
2464,42,1992,O Farol,06,MANCHETE ,MINISSÉRIES,ofarol1992
2465,43,1992,Ilha das Bruxas,08,MANCHETE ,MINISSÉRIES,ilhadasbruxas1992
2466,44,1992,Mãe de Santo,20,MANCHETE ,MINISSÉRIES,maedesanto1992
2467,45,1992,O Guarani,07,MANCHETE ,MINISSÉRIES,oguarani1992
2468,46,1992,Rosa dos Rumos,12,MANCHETE ,MINISSÉRIES,rosadosrumos1992
2469,47,1994,O Farol,09,MANCHETE ,MINISSÉRIES,ofarol1994
2470,48,1994,Ilha das Bruxas,10,MANCHETE ,MINISSÉRIES,ilhadasbruxas1994
2471,49,1994,Na Rede de Intrigas,10,MANCHETE ,MINISSÉRIES,narededeintrigas1994
2472,50,1995,Floradas na Serra,09,MANCHETE ,MINISSÉRIES,floradasnaserra1995
2474,1,1964,Alma Cigana,264,REDE TUPI ,NOVELAS,almacigana1964
2475,2,1964,A Gata,303,REDE TUPI ,NOVELAS,agata1964
2476,3,1964,Se  o Mar Contasse,275,REDE TUPI ,NOVELAS,seomarcontasse1964
2477,4,1964,O  Segredo de Laura,75,REDE TUPI ,NOVELAS,osegredodelaura1964
2478,5,1964,Quando  o Amor é mais Forte,259,REDE TUPI ,NOVELAS,quandooamoremaisforte1964
2479,6,1964,Quem  Casa com Maria?,86,REDE TUPI ,NOVELAS,quemcasacommaria?1964
2480,7,1964,O  Sorriso de Helena,296,REDE TUPI ,NOVELAS,osorrisodehelena1964
2481,8,1964,O  Direito de Nascer,357,REDE TUPI ,NOVELAS,odireitodenascer1964
2482,9,1964,Gutierrito:  O Drama dos Humildes,91,REDE TUPI ,NOVELAS,gutierritoodramadoshumildes1964
2483,10,1965,Teresa,337,REDE TUPI ,NOVELAS,teresa1965
2484,11,1965,O  Mestiço,250,REDE TUPI ,NOVELAS,omestico1965
2485,12,1965,O  Cara Suja,435,REDE TUPI ,NOVELAS,ocarasuja1965
2486,13,1965,Olhos  que Amei,256,REDE TUPI ,NOVELAS,olhosqueamei1965
2487,14,1965,A  Outra,336,REDE TUPI ,NOVELAS,aoutra1965
2488,15,1965,A  Cor da sua Pele,159,REDE TUPI ,NOVELAS,acordasuapele1965
2489,16,1965,O  Preço de uma Vida,305,REDE TUPI ,NOVELAS,oprecodeumavida1965
2490,17,1965,Fatalidade,152,REDE TUPI ,NOVELAS,fatalidade1965
2491,18,1965,O Pecado de Cada Um,115,REDE TUPI ,NOVELAS,opecadodecadaum1965
2492,19,1965,Um Rosto Perdido,176,REDE TUPI ,NOVELAS,umrostoperdido1965
2493,20,1965,"Ana Maria, meu Amor",103,REDE TUPI ,NOVELAS,anamariameuamor1965
2494,21,1966,Calúnia,249,REDE TUPI ,NOVELAS,calunia1966
2495,22,1966,A Inimiga,241,REDE TUPI ,NOVELAS,ainimiga1966
2496,23,1966,Somos Todos Irmãos,342,REDE TUPI ,NOVELAS,somostodosirmaos1966
2497,24,1966,A Ré Misteriosa,251,REDE TUPI ,NOVELAS,aremisteriosa1966
2498,25,1966,Ciúme,173,REDE TUPI ,NOVELAS,ciume1966
2499,26,1966,Os Irmãos Corsos,62,REDE TUPI ,NOVELAS,osirmaoscorsos1966
2500,27,1966,O Anjo e o Vagabundo,282,REDE TUPI ,NOVELAS,oanjoeovagabundo1966
2501,28,1967,Angústia de Amar,186,REDE TUPI ,NOVELAS,angustiadeamar1967
2502,29,1967,Yoshico: Um Poema de Amor,54,REDE TUPI ,NOVELAS,yoshicoumpoemadeamor1967
2503,30,1967,A Instrusa,77,REDE TUPI ,NOVELAS,ainstrusa1967
2504,31,1967,"Meu  Filho, Minha Vida",188,REDE TUPI ,NOVELAS,meufilhominhavida1967
2505,32,1967,A Ponte de Waterloo,74,REDE TUPI ,NOVELAS,apontedewaterloo1967
2506,33,1967,O  Pequeno Lord,80,REDE TUPI ,NOVELAS,opequenolord1967
2507,34,1967,Paixão  Proibida,179,REDE TUPI ,NOVELAS,paixaoproibida1967
2508,35,1967,Éramos  Seis,88,REDE TUPI ,NOVELAS,eramosseis1967
2509,36,1967,A  Hora Marcada,76,REDE TUPI ,NOVELAS,ahoramarcada1967
2510,37,1967,Encontro  com o Passado,73,REDE TUPI ,NOVELAS,encontrocomopassado1967
2511,38,1967,O  Jardineiro Espanhol,69,REDE TUPI ,NOVELAS,ojardineiroespanhol1967
2512,39,1967,Presídio  de Mulheres,77,REDE TUPI ,NOVELAS,presidiodemulheres1967
2513,40,1967,Os  Rebeldes,139,REDE TUPI ,NOVELAS,osrebeldes1967
2514,41,1967,Estrelas  no Chão,137,REDE TUPI ,NOVELAS,estrelasnochao1967
2515,42,1967,O  Décimo Mandamento,39,REDE TUPI ,NOVELAS,odecimomandamento1967
2516,43,1968,Amor sem Deus,93,REDE TUPI ,NOVELAS,amorsemdeus1968
2517,44,1968,O Coração Não Envelhece,84,REDE TUPI ,NOVELAS,ocoracaonaoenvelhece1968
2518,45,1968,O Homem que Sonhava Colorido,64,REDE TUPI ,NOVELAS,ohomemquesonhavacolorido1968
2519,46,1968,O Rouxinol da Galileia,67,REDE TUPI ,NOVELAS,orouxinoldagalileia1968
2520,47,1968,Os Amores de Bob,40,REDE TUPI ,NOVELAS,osamoresdebob1968
2521,48,1968,Antônio Maria,220,REDE TUPI ,NOVELAS,antoniomaria1968
2522,49,1968,Sozinho no Mundo,90,REDE TUPI ,NOVELAS,sozinhonomundo1968
2523,50,1968,Beto Rockfeller,212,REDE TUPI ,NOVELAS,betorockfeller1968
2524,51,1968,O Retrato de Laura,93,REDE TUPI ,NOVELAS,oretratodelaura1968
2525,52,1969,O Doce Mundo de Guida,32,REDE TUPI ,NOVELAS,odocemundodeguida1969
2526,53,1969,Um Gosto Amargo de Festa,128,REDE TUPI ,NOVELAS,umgostoamargodefesta1969
2527,54,1969,"Nino, o Italianinho",274,REDE TUPI ,NOVELAS,ninooitalianinho1969
2528,55,1969,Enquanto Houver Estrelas,113,REDE TUPI ,NOVELAS,enquantohouverestrelas1969
2529,56,1969,Nenhum Homem é Deus,133,REDE TUPI ,NOVELAS,nenhumhomemedeus1969
2530,57,1969,Super Plá,131,REDE TUPI ,NOVELAS,superpla1969
2531,58,1969,João Juca Jr.,110,REDE TUPI ,NOVELAS,joaojucajr1969
2532,59,,,,REDE TUPI ,NOVELAS,
2534,61,1970,"E Nós, Aonde Vamos?",89,REDE TUPI ,NOVELAS,enosaondevamos?1970
2535,62,1970,A Gordinha,102,REDE TUPI ,NOVELAS,agordinha1970
2536,63,1970,As Bruxas,103,REDE TUPI ,NOVELAS,asbruxas1970
2537,64,1970,Simplesmente Maria,157,REDE TUPI ,NOVELAS,simplesmentemaria1970
2538,65,1970,Toninho on the Rocks,51,REDE TUPI ,NOVELAS,toninhoontherocks1970
2539,66,1970,O Meu Pé de Laranja Lima,174,REDE TUPI ,NOVELAS,omeupedelaranjalima1970
2540,67,1971,A Selvagem,53,REDE TUPI ,NOVELAS,aselvagem1971
2541,68,1971,A Fábrica,160,REDE TUPI ,NOVELAS,afabrica1971
2542,69,1971,Hospital,120,REDE TUPI ,NOVELAS,hospital1971
2543,70,1971,Nossa Filha Gabriela,122,REDE TUPI ,NOVELAS,nossafilhagabriela1971
2544,71,1971,O Preço de um Homem,124,REDE TUPI ,NOVELAS,oprecodeumhomem1971
2545,72,1972,Na Idade do Lobo,109,REDE TUPI ,NOVELAS,naidadedolobo1972
2546,73,1972,Signo da Esperança,86,REDE TUPI ,NOVELAS,signodaesperanca1972
2547,74,1972,Bel-Ami,75,REDE TUPI ,NOVELAS,belami1972
2548,75,1972,Vitória Bonelli,109,REDE TUPI ,NOVELAS,vitoriabonelli1972
2549,76,1972,Camomila e Bem-me-Quer,92,REDE TUPI ,NOVELAS,camomilaebemmequer1972
2550,77,1972,Jerônimo: O Herói do Sertão,56,REDE TUPI ,NOVELAS,jeronimooheroidosertao1972
2551,78,1972,A Revolta dos Anjos,56,REDE TUPI ,NOVELAS,arevoltadosanjos1972
2552,79,1973,Mulheres de Areia,163,REDE TUPI ,NOVELAS,mulheresdeareia1973
2553,80,1973,A Volta de Beto Rockfeller,102,REDE TUPI ,NOVELAS,avoltadebetorockfeller1973
2554,81,1973,Rosa dos Ventos,88,REDE TUPI ,NOVELAS,rosadosventos1973
2555,82,1973,O Conde Zebra,129,REDE TUPI ,NOVELAS,ocondezebra1973
2556,83,1973,As Divinas... E Maravilhosas,104,REDE TUPI ,NOVELAS,asdivinasemaravilhosas1973
2557,84,1974,Os Inocentes,176,REDE TUPI ,NOVELAS,osinocentes1974
2558,85,1974,O Machão,179,REDE TUPI ,NOVELAS,omachao1974
2559,86,1974,A Barba Azul,228,REDE TUPI ,NOVELAS,abarbaazul1974
2560,87,1974,Ídolo de Pano,278,REDE TUPI ,NOVELAS,idolodepano1974
2561,88,1975,Meu Rico Português,254,REDE TUPI ,NOVELAS,meuricoportugues1975
2562,89,1975,"O Velho, o Menino e o Burro",119,REDE TUPI ,NOVELAS,ovelhoomeninoeoburro1975
2563,90,1975,O Sheik de Ipanema,249,REDE TUPI ,NOVELAS,osheikdeipanema1975
2564,91,1975,Ovelha Negra,216,REDE TUPI ,NOVELAS,ovelhanegra1975
2565,92,1975,Vila do Arco,164,REDE TUPI ,NOVELAS,viladoarco1975
2566,93,1975,"Um Dia, o Amor",187,REDE TUPI ,NOVELAS,umdiaoamor1975
2567,94,1975,A Viagem,221,REDE TUPI ,NOVELAS,aviagem1975
2568,95,1976,Canção para Isabel,87,REDE TUPI ,NOVELAS,cancaoparaisabel1976
2569,96,1976,Xeque-Mate,180,REDE TUPI ,NOVELAS,xequemate1976
2570,97,1976,Papai Coração,93,REDE TUPI ,NOVELAS,papaicoracao1976
2571,98,1976,Os Apóstolos de Judas,165,REDE TUPI ,NOVELAS,osapostolosdejudas1976
2572,99,1976,O Julgamento,112,REDE TUPI ,NOVELAS,ojulgamento1976
2573,100,1976,"Tchan, a Grande Sacada",93,REDE TUPI ,NOVELAS,tchanagrandesacada1976
2574,101,1977,Cinderela 77,79,REDE TUPI ,NOVELAS,cinderela771977
2575,102,1977,Um Sol Maior,94,REDE TUPI ,NOVELAS,umsolmaior1977
2576,103,1977,Éramos Seis,99,REDE TUPI ,NOVELAS,eramosseis1977
2577,104,1977,O Profeta,183,REDE TUPI ,NOVELAS,oprofeta1977
2578,105,1978,"João Brasileiro, o Bom Baiano",149,REDE TUPI ,NOVELAS,joaobrasileiroobombaiano1978
2579,106,1978,Roda de Fogo,121,REDE TUPI ,NOVELAS,rodadefogo1978
2580,107,1978,O Direito de Nascer,153,REDE TUPI ,NOVELAS,odireitodenascer1978
2581,108,1978,Salário Mínimo,104,REDE TUPI ,NOVELAS,salariominimo1978
2582,109,1978,Aritana,137,REDE TUPI ,NOVELAS,aritana1978
2583,110,1979,Gaivotas,76,REDE TUPI ,NOVELAS,gaivotas1979
2584,111,1979,Como Salvar meu Casamento,98,REDE TUPI ,NOVELAS,comosalvarmeucasamento1979
2585,112,1979,Dinheiro Vivo,54,REDE TUPI ,NOVELAS,dinheirovivo1979
2586,113,,,,REDE TUPI ,NOVELAS,
2588,115,1980,Drácula:  Uma História de Amor,45,REDE TUPI ,NOVELAS,draculaumahistoriadeamor1980
2590,1,1969,Antônio Maria,57,REDE TUPI ,REPRISES,antoniomaria1969
2591,2,1970,"Nino, o Italianinho",30,REDE TUPI ,REPRISES,ninooitalianinho1970
2592,3,1972,O Meu Pé de Laranja Lima,14,REDE TUPI ,REPRISES,omeupedelaranjalima1972
2593,4,1973,Camomila e Bem-me-Quer,12,REDE TUPI ,REPRISES,camomilaebemmequer1973
2594,5,1973,Jerônimo: O Herói do Sertão,14,REDE TUPI ,REPRISES,jeronimooheroidosertao1973
2595,6,1978,Éramos Seis,31,REDE TUPI ,REPRISES,eramosseis1978
2596,7,1979,O Profeta,83,REDE TUPI ,REPRISES,oprofeta1979
2597,8,1980,Éramos  Seis,-,REDE TUPI ,REPRISES,eramosseis1980
2598,9,1980,A  Viagem,-,REDE TUPI ,REPRISES,aviagem1980
2600,1,1963,2-5499  Ocupado,152,REDE EXCELSIOR ,NOVELAS,25499ocupado1963
2601,2,1963,Aqueles  que Dizem Amar-se,147,REDE EXCELSIOR ,NOVELAS,aquelesquedizemamarse1963
2602,3,1963,Corações em Conflito,193,REDE EXCELSIOR ,NOVELAS,coracoesemconflito1963
2603,4,1964,As Solteiras,258,REDE EXCELSIOR ,NOVELAS,assolteiras1964
2604,5,1964,Ambição,286,REDE EXCELSIOR ,NOVELAS,ambicao1964
2605,6,1964,A Moça que Veio de Longe,395,REDE EXCELSIOR ,NOVELAS,amocaqueveiodelonge1964
2606,7,1964,Mãe,472,REDE EXCELSIOR ,NOVELAS,mae1964
2607,8,1964,Folhas  ao Vento,477,REDE EXCELSIOR ,NOVELAS,folhasaovento1964
2608,9,1964,Pecado  de Mulher,481,REDE EXCELSIOR ,NOVELAS,pecadodemulher1964
2609,10,1964,É  Proibido Amar,240,REDE EXCELSIOR ,NOVELAS,eproibidoamar1964
2610,11,1964,Melodia  Fatal,255,REDE EXCELSIOR ,NOVELAS,melodiafatal1964
2611,12,1964,O  Pintor e a Florista,436,REDE EXCELSIOR ,NOVELAS,opintoreaflorista1964
2612,13,1964,Ilsa,381,REDE EXCELSIOR ,NOVELAS,ilsa1964
2613,14,1965,O  Céu é de Todos,325,REDE EXCELSIOR ,NOVELAS,oceuedetodos1965
2614,15,1965,Onde  Nasce a Ilusão,326,REDE EXCELSIOR ,NOVELAS,ondenasceailusao1965
2615,16,1965,Eu  Quero Você,198,REDE EXCELSIOR ,NOVELAS,euquerovoce1965
2616,17,1965,A  Ilha dos Sonhos Perdidos,165,REDE EXCELSIOR ,NOVELAS,ailhadossonhosperdidos1965
2617,18,1965,Ainda  Resta uma Esperança,279,REDE EXCELSIOR ,NOVELAS,aindarestaumaesperanca1965
2618,19,1965,A  Indomável,342,REDE EXCELSIOR ,NOVELAS,aindomavel1965
2619,20,1965,"Ontem,  Hoje e Sempre",207,REDE EXCELSIOR ,NOVELAS,ontemhojeesempre1965
2620,21,1965,Vidas  Cruzadas,337,REDE EXCELSIOR ,NOVELAS,vidascruzadas1965
2621,22,1965,Os Quatro Filhos,307,REDE EXCELSIOR ,NOVELAS,osquatrofilhos1965
2622,23,1965,"Pedra  Redonda, 39",170,REDE EXCELSIOR ,NOVELAS,pedraredonda391965
2623,24,1965,Aquele  que Deve Voltar,126,REDE EXCELSIOR ,NOVELAS,aquelequedevevoltar1965
2624,25,1965,A  Deusa Vencida,360,REDE EXCELSIOR ,NOVELAS,adeusavencida1965
2625,26,1965,O  Caminho das Estrelas,237,REDE EXCELSIOR ,NOVELAS,ocaminhodasestrelas1965
2626,27,1965,Em Busca da Felicidade,347,REDE EXCELSIOR ,NOVELAS,embuscadafelicidade1965
2627,28,1965,A Grande Viagem,364,REDE EXCELSIOR ,NOVELAS,agrandeviagem1965
2628,29,1966,A Pequena Karen,213,REDE EXCELSIOR ,NOVELAS,apequenakaren1966
2629,30,1966,Almas de Pedra,355,REDE EXCELSIOR ,NOVELAS,almasdepedra1966
2630,31,1966,Redenção,383,REDE EXCELSIOR ,NOVELAS,redencao1966
2631,32,1966,Anjo Marcado,359,REDE EXCELSIOR ,NOVELAS,anjomarcado1966
2632,33,1966,Ninguém Crê em Mim,166,REDE EXCELSIOR ,NOVELAS,ninguemcreemmim1966
2633,34,1966,Abnegação,223,REDE EXCELSIOR ,NOVELAS,abnegacao1966
2634,35,1966,As Minas de Prata,343,REDE EXCELSIOR ,NOVELAS,asminasdeprata1966
2635,36,1967,O  Morro dos Ventos Uivantes,147,REDE EXCELSIOR ,NOVELAS,omorrodosventosuivantes1967
2636,37,1967,O  Grande Segredo,210,REDE EXCELSIOR ,NOVELAS,ograndesegredo1967
2637,38,1967,Os  Fantoches,353,REDE EXCELSIOR ,NOVELAS,osfantoches1967
2638,39,1967,O  Tempo e o Vento,121,REDE EXCELSIOR ,NOVELAS,otempoeovento1967
2639,40,1967,Sublime  Amor,197,REDE EXCELSIOR ,NOVELAS,sublimeamor1967
2640,41,1968,O Terceiro Pecado,309,REDE EXCELSIOR ,NOVELAS,oterceiropecado1968
2641,42,1968,O Direito dos Filhos,274,REDE EXCELSIOR ,NOVELAS,odireitodosfilhos1968
2642,43,1968,Os Tigres,141,REDE EXCELSIOR ,NOVELAS,ostigres1968
2643,44,1968,Legião dos Esquecidos,264,REDE EXCELSIOR ,NOVELAS,legiaodosesquecidos1968
2644,45,1968,A Muralha,306,REDE EXCELSIOR ,NOVELAS,amuralha1968
2645,46,1968,A Pequena Órfã,238,REDE EXCELSIOR ,NOVELAS,apequenaorfa1968
2646,47,1968,Os Diabólicos,193,REDE EXCELSIOR ,NOVELAS,osdiabolicos1968
2647,48,1969,A Menina do Velereiro Azul,156,REDE EXCELSIOR ,NOVELAS,ameninadovelereiroazul1969
2648,49,1969,Vidas em Conflito,178,REDE EXCELSIOR ,NOVELAS,vidasemconflito1969
2649,50,1969,Os Estranhos,211,REDE EXCELSIOR ,NOVELAS,osestranhos1969
2650,51,1969,Sangue do meu Sangue,189,REDE EXCELSIOR ,NOVELAS,sanguedomeusangue1969
2651,52,1969,Dez Vidas,188,REDE EXCELSIOR ,NOVELAS,dezvidas1969
2653,1,1969,O Terceiro Pecado,28,REDE EXCELSIOR ,REPRISES,oterceiropecado1969
2654,2,1969,A Pequena Órfã,14,REDE EXCELSIOR ,REPRISES,apequenaorfa1969
2656,1,1992,Manuela,17,REDE CNT ,NOVELAS,manuela1992
